"MMID","NAME","CITY","ZIP","LAT","LONG","WEEKVOL","STORE","SCLUSTER","ZONE","AGE9","AGE60","ETHNIC","EDUC","NOCAR","INCOME","INCSIGMA","GINI","HSIZEAVG","HSIZE1","HSIZE2","HSIZE34","HSIZE567","HH3PLUS","HH4PLUS","HHSINGLE","HHLARGE","WORKWOM","SINHOUSE","DENSITY","HVAL150","HVAL200","HVALMEAN","SINGLE","RETIRED","UNEMP","WRKCH5","WRKCH17","NWRKCH5","NWRKCH17","WRKCH","NWRKCH","WRKWCH","WRKWNCH","TELEPHN","MORTGAGE","NWHITE","POVERTY","SHPCONS","SHPHURR","SHPAVID","SHPKSTR","SHPUNFT","SHPBIRD","SHOPINDX","SHPINDX","GROUP1","GROUP2","GROUP3","GROUP4","GROUP5","GROUP6","GROUP7","GROUP8","GROUP9","GROUP10","GROUP11","GROUP12","SELAS1","SELAS2","SELAS3","SELAS4","SELAS5","SELAS6","SELAS7","SELAS8","SELAS9","SELAS10","SELAS11","SELAS12","SELAS13","SELAS14","SELAS15","SELAS16","SELAS17","SELAS18","SELAS19","SELAS20","SELAS21","SELAS22","SELAS23","SELAS24","SEELAS1","SEELAS2","SEELAS3","SEELAS4","SEELAS5","SEELAS6","SEELAS7","SEELAS8","SEELAS9","SEELAS10","SEELAS11","SEELAS12","SEELAS13","SEELAS14","SEELAS15","SEELAS16","SEELAS17","SEELAS18","SEELAS19","SEELAS20","SEELAS21","SEELAS22","SEELAS23","SEELAS24","SELASALL","STORENO","URBAN","CUBDIST","CUBVOL","CUBID","OMNIDIST","OMNIVOL","OMNIID","DDIST1","DDIST2","DDIST3","DDIST4","DDIST5","DDIST6","DDIST7","DDIST8","DDIST9","DDIST10","DCVOL1","DCVOL2","DCVOL3","DCVOL4","DCVOL5","DCVOL6","DCVOL7","DCVOL8","DCVOL9","DCVOL10","DCID1","DCID2","DCID3","DCID4","DCID5","DCID6","DCID7","DCID8","DCID9","DCID10","TTIME1","TTIME2","TTIME3","TTIME4","TTIME5","TTIME6","TTIME7","TTIME8","TTIME9","TTIME10","TCVOL1","TCVOL2","TCVOL3","TCVOL4","TCVOL5","TCVOL6","TCVOL7","TCVOL8","TCVOL9","TCVOL10","TCID1","TCID2","TCID3","TCID4","TCID5","TCID6","TCID7","TCID8","TCID9","TCID10","LSELAS1","LSELAS2","LSELAS3","LSELAS4","LSELAS5","LSELAS6","LSELAS7","LSELAS8","LSELAS9","LSELAS10","LSELAS11","LSELAS12","LSELAS13","LSELAS14","LSELAS15","LSELAS16","LSELAS17","LSELAS18","LSELAS19","LSELAS20","LSELAS21","LSELAS22","PERCENT","LIFT1","RATIO1","LIFT2","RATIO2","LIFT3","RATIO3","LIFT4","RATIO4","LIFT5","RATIO5","LIFT6","RATIO6","LIFT7","RATIO7","LIFT8","RATIO8","LIFT9","RATIO9","LIFT10","RATIO10","LIFT11","RATIO11","LIFT12","RATIO12","LIFT13","RATIO13","LIFT14","RATIO14","LIFT15","RATIO15","LIFT16","RATIO16","LIFT17","RATIO17","LIFT18","RATIO18","LIFT19","RATIO19","LIFT20","RATIO20","LIFT21","RATIO21","LIFT22","RATIO22","LIFT23","RATIO23","UELAS1","UTELS1","UNETA1","WELAS1","WTELS1","WNETA1","UELAS2","UTELS2","UNETA2","WELAS2","WTELS2","WNETA2","UELAS3","UTELS3","UNETA3","WELAS3","WTELS3","WNETA3","UELAS4","UTELS4","UNETA4","WELAS4","WTELS4","WNETA4","UELAS5","UTELS5","UNETA5","WELAS5","WTELS5","WNETA5","UELAS6","UTELS6","UNETA6","WELAS6","WTELS6","WNETA6","UELAS7","UTELS7","UNETA7","WELAS7","WTELS7","WNETA7","UELAS8","UTELS8","UNETA8","WELAS8","WTELS8","WNETA8","UELAS9","UTELS9","UNETA9","WELAS9","WTELS9","WNETA9","UELAS10","UTELS10","UNETA10","WELAS10","WTELS10","WNETA10","UELAS11","UTELS11","UNETA11","WELAS11","WTELS11","WNETA11","UELAS12","UTELS12","UNETA12","WELAS12","WTELS12","WNETA12","UELAS13","UTELS13","UNETA13","WELAS13","WTELS13","WNETA13","UELAS14","UTELS14","UNETA14","WELAS14","WTELS14","WNETA14","UELAS15","UTELS15","UNETA15","WELAS15","WTELS15","WNETA15","UELAS16","UTELS16","UNETA16","WELAS16","WTELS16","WNETA16","UELAS17","UTELS17","UNETA17","WELAS17","WTELS17","WNETA17","UELAS18","UTELS18","UNETA18","WELAS18","WTELS18","WNETA18","UELAS19","UTELS19","UNETA19","WELAS19","WTELS19","WNETA19","UELAS20","UTELS20","UNETA20","WELAS20","WTELS20","WNETA20","UELAS21","UTELS21","UNETA21","WELAS21","WTELS21","WNETA21","UELAS22","UTELS22","UNETA22","WELAS22","WTELS22","WNETA22","UELAS23","UTELS23","UNETA23","WELAS23","WTELS23","WNETA23","NELAS1","NELAS2","NELAS3","NELAS4","NELAS5","NELAS6","NELAS7","NELAS8","NELAS9","NELAS10","NELAS11","NELAS12","NELAS13","NELAS14","NELAS15","NELAS16","NELAS17","NELAS18","NEELAS1","NEELAS2","NEELAS3","NEELAS4","NEELAS5","NEELAS6","NEELAS7","NEELAS8","NEELAS9","NEELAS10","NEELAS11","NEELAS12","NEELAS13","NEELAS14","NEELAS15","NEELAS16","NEELAS17","NEELAS18","MELAS1","MELAS2","MELAS3","MELAS4","MELAS5","MELAS6","MELAS7","MELAS8","MELAS9","MELAS10","MELAS11","MELAS12","MELAS13","MELAS14","MELAS15","MELAS16","MELAS17","MELAS18","MEELAS1","MEELAS2","MEELAS3","MEELAS4","MEELAS5","MEELAS6","MEELAS7","MEELAS8","MEELAS9","MEELAS10","MEELAS11","MEELAS12","MEELAS13","MEELAS14","MEELAS15","MEELAS16","MEELAS17","MEELAS18","I","DOMVOL","COMPCUB","COMPNEAR","COMPBY","COMPFAR","DRTIME1","DRTIME2","DRTIME3","DRTIME4","DRTIME5","DRVOL1","DRVOL2","DRVOL3","DRVOL4","DRVOL5","DRWVOL1","DRWVOL2","DRWVOL3","DRWVOL4","DRWVOL5","SSTRDIST","SSTRVOL","CPDIST1","CPDIST2","CPDIST3","CPDIST4","CPDIST5","CPVOL1","CPVOL2","CPVOL3","CPVOL4","CPVOL5","CPWVOL1","CPWVOL2","CPWVOL3","CPWVOL4","CPWVOL5","FARTHEST","DTDIST","DTVOL","DTWVOL","DTCOMP","PRICLOW","PRICMED","PRICHIGH"
.,"","",.,.,.,.,.,"",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,16501,.,.,61757,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16137,16138,16141,16142,16143,16144,16145,16146,16147,16151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,11,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10,.,.,.,10,0,1,0
16892,"DOMINICKS    2","RIVER FOREST",60305,419081,878131,350,2,"C",1,0.117508576,0.232864734,0.1142799489,0.2489349342,0.1246028945,10.553205175,26296.895308,.,2.5310624779,0.2820331804,0.312919167,0.3010942464,0.1039534063,0.4050476527,0.2419696435,0.2820331804,0.1039534063,0.3035853468,0.5550623186,0.0004560436,0.463887065,0.3003939593,176.21306632,0.2976209743,0.2006201291,0.1817648538,0.0296318468,0.0827596528,0.0529781503,0.0664471715,0.1123914996,0.1194253218,0.0292639669,0.2864321608,0.9855277091,0.5491445824,0.1382256003,0.0619593998,0.0910695376,0.1210730674,0.1812566184,0.2322626191,0.2843275679,0.0900105895,0.7300902085,0.7300902085,0.0153898769,0.0071819425,0.0037619699,0.0730164159,0.0990082079,0.1822845417,0.0530095759,0.0572845417,0.216997264,0.1569767442,0.0499316005,0.0851573187,-1.85698106,-1.37336214,-1.50919628,-1.43067727,-1.70548535,-1.53451464,-1.97324254,-2.26234103,-2.37426601,-2.52103123,-1.75823278,-1.9758179,-2.873225,-1.08397965,-2.41519871,-3.60941954,-1.55175613,-2.15448948,-1.20359479,-2.78058536,-1.17601144,-0.77890042,-14.0230586,-1.97262637,0.04609577,0.04867132,0.04134085,0.05867142,0.09632491,0.08056414,0.07666972,0.08428978,0.04218708,0.06061534,0.09297869,0.06714518,0.0522273,0.05365839,0.06063472,0.04236044,0.04326563,0.08849878,0.03836553,0.06755864,0.06771325,0.02153658,2.7400502,0.09721065,-2.091597848,2,1,3.7848290107,1.7142857143,16502,2.1101221292,1.1428571429,78239,0.332348552,1.8562828448,2.2032825148,2.4178131772,2.8266712579,2.839540815,3.1126754087,3.6283768106,3.7096814365,3.7674,0.0285714286,0.0857142857,0.0285714286,0.5714285714,0.7142857143,0.0857142857,0.1142857143,0.5,0.7142857143,0.0857142857,17963,17520,17251,17149,73574,17990,17252,16742,16738,17254,5.49,7.29,7.46,8.3,8.52,8.96,9.17,9.28,9.81,9.83,0.0285714286,.,0.0857142857,1.7142857143,0.7142857143,0.0285714286,0.5714285714,0.5,0.7142857143,0.0857142857,17963,78239,17520,16502,16738,17251,17149,16742,73574,17990,0.218548,0.013695,-0.051732,-0.160706,-0.689229,0.253402,0.086214,0.589751,0.318732,0.397246,-0.208447,-0.065948,-0.505076,-0.038756,-0.188406,0.016053,-0.204141,-0.364074,0.139676,-0.016265,0.029944,-0.044818,1.2269378537,0.9341763193,0.0585565398,.,.,2.3348645991,0.1863498954,1.4365364632,0.3371461577,.,.,2.5745679951,0.3344869997,1.3997861178,0.2680973427,1.4009543409,0.2478310011,2.5842308506,0.3355304777,0.3520967273,0.047844658,3.7413790437,0.314138003,4.2903223448,0.3829084395,1.6752454268,0.2933568244,3.7126793856,0.4414697979,1.054608511,0.1523168635,2.4232383438,0.6367240945,3.2671010949,0.6026356463,2.9231415905,0.4558928374,1.5189238225,0.3214897874,1.0158084586,0.0886253321,2.7518671906,0.475131201,2.1895013661,0.1829518764,3.7052357242,0.61389648,-1.461915362,-1.849232631,-1.412732528,-1.221924625,-1.312398313,-1.311295964,-11.69411593,-11.69411593,-11.69411593,-11.69411593,-11.69411593,-11.69411593,-3.065640907,-3.479598934,-3.942809235,-2.22293449,-2.424667228,-2.675622791,-1.696606216,-1.959100575,-2.344954788,-1.76807968,-1.849050103,-2.301098699,-1.036222153,-1.510745597,-16.55467915,-0.908846941,-1.174540465,-20.23705658,-3.311417539,-3.599363346,-4.021181116,-3.243505536,-3.285717515,-3.652570475,-2.104926026,-2.300171282,-2.443897468,-1.994339531,-2.004196279,-2.209750497,-1.880623832,-2.012071481,-2.816473905,-1.473843442,-1.509229041,-2.311889884,-2.930605031,-3.239092061,-3.792275324,-2.097771728,-2.204006924,-2.707618062,-1.899608739,-2.5354768,-2.98121889,2.4728587702,-2.118646058,2.4728587625,-2.937826664,-3.019743772,-3.321280148,-2.96348887,-2.972839304,-3.274794471,-2.524869845,-2.713980802,-2.743337672,-2.410272946,-2.537375269,-2.497373956,-2.9118655,-3.3588619,-4.137065368,-1.497645812,-1.652962215,-2.097344075,-4.36259681,-4.70628059,-4.646660194,-3.481909705,-3.616636819,-3.830678003,-2.981127184,-3.117112753,-3.989746143,-2.460760852,-2.500540215,-3.358163663,-3.135550799,-3.515091994,-4.933878561,-3.099360262,-3.291899247,-4.038132488,-2.424875114,-2.445902038,-2.608464599,-2.273952322,-2.274457623,-2.331464062,-3.476495636,-3.52624339,-3.588934619,-3.087208782,-3.097905028,-3.130218718,-2.234861288,-2.529698154,-2.702202099,-2.207945989,-2.255167575,-2.606797877,-1.039647744,-1.30081447,-1.202759249,-1.000294265,-1.078172398,-1.145776722,-2.467526582,-3.001385586,-2.898181523,-2.543933085,-2.607184719,-3.0870651,-2.771832378,-2.836461931,-3.203028091,-2.130044421,-2.15282447,-2.260665605,-2.553934891,-3.093395049,-2.709559516,-2.563716331,-2.989540648,-2.586230201,0.22019073,-0.20752148,-0.29524293,-1.3466803,-0.74075749,-1.27071771,-0.46691196,0.04051425,-0.70669552,-1.45459707,0.11788553,-0.12150681,-2.84816256,-0.56296458,-1.40987775,-2.30136416,-0.30952389,-0.44703754,0.10782853,0.08013213,0.05956918,0.08285528,0.12516646,0.07286859,0.0964827,0.08641107,0.14495209,0.08751505,0.22894267,0.06588195,0.07183692,0.09706709,0.11740025,0.10199525,0.10406738,0.11761423,-0.57222641,-0.89774551,-0.22294988,-1.0746544,-1.16594047,-0.92479249,-0.11149156,-0.55016124,-0.396109,-1.15047093,1.70439958,-0.53382553,-1.91901808,-0.73793356,-0.97871314,-1.2113248,-0.99247292,-0.60543196,0.05509315,0.04127767,0.03787961,0.05133036,0.07371413,0.03236984,0.06369925,0.05815198,0.05212349,0.06268843,0.08460932,0.04615819,0.0531592,0.05390557,0.07147198,0.06033716,0.05782048,0.06058962,5,350,1,0,1,0,5.49,6.39,6.7466666667,7.135,7.412,0.0285714286,0.0142857143,0.0380952381,0.4571428571,0.5085714286,0.0285714286,.,.,.,.,2.1101221292,1.1428571429,0.332348552,1.0943156984,1.4639713039,1.7024317722,1.9272796693,0.0285714286,0.0571428571,0.0476190476,0.1785714286,0.2857142857,0.0285714286,0.0770370156,0.0527233832,0.2368911513,0.3769266128,4,1.7024317722,0.7142857143,0.1048919736,4,0,0,1
16893,"DOMINICKS    4","PARK RIDGE",60068,420392,878425,300,4,"A",2,0.0950895057,0.26202989,0.0621612744,0.2207894147,0.0555672935,10.64697132,24885.182147,.,2.4803465765,0.2694420964,0.3387573964,0.3036770921,0.088123415,0.3918005072,0.2206255283,0.2694420964,0.088123415,0.3621215677,0.4463369588,0.0005715224,0.5222363405,0.2240576027,172.76789496,0.2597452351,0.1701285856,0.1546983185,0.0374753452,0.1083019545,0.0532544379,0.0541509772,0.1457772996,0.1074054151,0.0370764591,0.3044172432,0.9915487006,0.6986655187,0.1516669404,0.037592397,0.055356011,0.1183181914,0.1628987957,0.316923727,0.3124867948,0.03401648,0.7266934662,0.7266934662,0.0185897436,0.0151709402,0.0096153846,0.0730769231,0.119017094,0.2314102564,0.0371794872,0.0626068376,0.2523504274,0.097008547,0.0344017094,0.0495726496,-1.89133934,-1.22436977,-1.87582043,-1.87521311,-1.87504607,-1.68898305,-2.38417197,-2.8763271,-2.50031604,-2.85411573,-1.99403252,-2.6231735,-3.18956645,-1.33226767,-2.54359997,-4.02915577,-1.93281791,-2.63698583,-1.26121028,-2.46070316,-1.61873274,-0.76699065,-1.5441842,-1.99462088,0.04667355,0.04600846,0.03710938,0.05689763,0.09175825,0.08360286,0.08168923,0.0830371,0.04118425,0.06016966,0.10407357,0.06669679,0.05453834,0.05258531,0.05921006,0.04551734,0.04285546,0.07285956,0.03950031,0.06150636,0.10942223,0.01893505,0.17421153,0.11963333,-2.382328178,4,0,8.4124112007,1.25,16505,2.3732002212,1,71862,0.1148886417,0.8251002182,1.1287941221,1.6620035199,1.7915658096,2.0148627373,2.036047799,2.7527617496,2.9515482581,3.8267494352,1.1666666667,0.5,0.5,1,0.8333333333,0.6666666667,0.1666666667,0.25,0.9166666667,0.5,16793,16265,16825,16854,16831,16137,17013,17232,16828,16805,4.75,6.54,7.38,7.73,8.43,8.49,9.17,9.25,10.29,10.81,1.1666666667,0.5,0.5,1,.,0.8333333333,0.1666666667,0.6666666667,.,.,16793,16265,16825,16854,16896,16831,17013,16137,71862,16976,0.183219,0.214221,-0.325575,-0.544397,-0.842997,0.131295,-0.302916,0.034401,0.285984,0.050152,-0.559545,-0.645474,-1.034803,-0.268762,-0.246835,-0.281457,-0.546431,-0.831328,0.082049,0.093079,-0.52409,0.015021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,8,300,0,1,1,0,4.75,5.645,6.2233333333,6.6,6.966,1.1666666667,0.8333333333,0.7222222222,0.7916666667,0.6333333333,1.1666666667,0.7804842043,0.6696125692,0.7663510101,.,2.3732002212,1,0.1148886417,0.4699944299,0.6895943273,0.9326966255,1.1044704623,1.1666666667,0.8333333333,0.7222222222,0.7916666667,0.8,1.1666666667,0.5814822719,0.5370229398,0.7432715427,0.7724894585,7,1.3676089782,4.8333333333,0.5048783691,7,0,1,0
16894,"DOMINICKS    5","PALATINE",60067,421203,880431,550,5,"D",2,0.1414334827,0.1173680317,0.0538752774,0.3212257298,0.0255695026,10.922370973,26779.609245,.,2.6564388656,0.2188516969,0.3350767085,0.3429800093,0.1030915853,0.4460715946,0.2708042771,0.2188516969,0.1030915853,0.4105680317,0.5762844088,0.0011192828,0.5358833554,0.2963453891,184.57583791,0.2645852698,0.0966427547,0.1779053085,0.0585992811,0.1451911556,0.1084849145,0.0877900011,0.2037904368,0.1962749156,0.0576263925,0.27281491,0.9922129242,0.8518059856,0.0911701989,0.0251046025,0.0325430033,0.1906090191,0.1680613668,0.330195258,0.2633658763,0.0152254765,0.8352603057,0.8352603057,0.0125724146,0.0147910761,0.0230494268,0.0391963515,0.0778996672,0.3697769013,0.0198446937,0.0428941205,0.2991495131,0.0458523358,0.0171329964,0.0378405029,-2.07176828,-1.02115177,-1.5694904,-1.50404049,-1.63161534,-1.26678054,-2.020712,-2.43515451,-2.42992312,-2.85168378,-1.48883878,-2.01195334,-2.96202593,-1.02954838,-2.38633601,-3.56947515,-1.70315721,-2.04950815,-1.24949874,-2.57453176,-1.31412155,-0.73819207,.,-1.65060295,0.04685187,0.04750394,0.04214705,0.0553439,0.0949519,0.08326407,0.08721526,0.08525697,0.03971104,0.06207115,0.11046914,0.06773406,0.05508357,0.05583948,0.06087175,0.04473752,0.04234011,0.08376773,0.03836881,0.06245907,0.10304508,0.01995546,.,0.09705996,-2.11063267,5,0,3.8019978143,0.6818181818,16505,4.7012673025,0.8636363636,76899,0.3118192425,0.7314,1.3199361841,2.4412940523,3.1984176478,3.4186619093,3.5214354247,4.0017302283,4.584915201,5.0571187736,0.3181818182,0.5909090909,0.6818181818,0.6363636364,0.9090909091,0.0727272727,0.4545454545,0.3636363636,0.4545454545,0.8636363636,16393,16803,16788,77221,16747,17025,77789,16745,16703,16804,4.2,5.32,6.62,9.78,9.9,10.36,11.26,11.58,11.81,11.87,0.3181818182,0.5909090909,0.6818181818,0.6363636364,0.9090909091,0.0727272727,.,.,0.4545454545,0.3636363636,16393,16803,16788,77221,16747,17025,70874,16945,77789,16745,0.023781,0.398436,-0.123517,-0.170516,-0.631603,0.50968,0.058434,0.396905,0.268126,0.071349,0.051063,-0.13983,-0.606369,0.039228,-0.16058,-0.045339,-0.336489,-0.207174,0.090348,0.068191,-0.088917,-0.0008,0.9371925328,1.4176227878,0.0760773942,0.1906940101,0.0496825835,2.7989682569,0.2144162779,2.2842963011,0.4362095797,.,.,2.9315727121,0.4310136095,2.1383999989,0.4476524167,1.9207074268,0.3147148054,2.3024863408,0.2573381919,1.5647550884,0.1813286246,5.3034459997,0.4823268472,8.5263479596,0.5692004248,1.7570125426,0.2395201996,2.3705697699,0.3707609856,1.328488833,0.1583009606,1.7085104337,0.4376476367,2.7512823863,0.5565179785,3.2581704052,0.583077796,2.6827810872,0.6370777416,2.1740189553,0.2133509443,2.3757625316,0.3834679024,2.5979349288,0.1911246172,2.8302323893,0.6255733492,-1.408057008,-1.942296924,-1.646369827,-14.53579604,-14.53582419,-14.53579763,-5.836127147,-7.336628008,-6.675912585,-8.587104087,-8.595579854,-8.502478768,-1.9113058,-2.201627002,-2.330391241,-1.430801054,-1.591114131,-1.65348169,-2.370280726,-3.50460354,-4.349717621,-1.982695143,-2.019580386,-2.629028303,-1.27843922,-1.632153154,-6.410296788,-1.18970111,-1.360421248,-4.483954745,-3.110704177,-3.384633092,-4.166335008,-11.36407444,-11.3640747,-6.967853588,-2.232568943,-2.275863404,-2.70949949,-1.625794341,-1.62883022,-2.001179448,-1.389702972,-1.565597596,-2.26130702,-0.780936955,-0.893850481,-1.363069092,-3.285953282,-3.96191503,-4.963557612,-1.690440754,-1.786080721,-2.514963934,-1.053076328,-1.512389938,-1.285159702,-1.015707907,-1.104385166,-1.400097297,-3.444232301,-3.552107711,-3.70516829,-3.4632022,-3.481388619,-3.621178272,-2.76577856,-2.871783869,-3.075348817,-2.544697391,-2.656627992,-2.761539271,-4.267188729,-4.973228434,-5.128095188,-1.405408069,-1.588759259,-1.835346578,-4.632370434,-5.67604976,-6.345848964,-2.895966651,-3.159752992,-3.506385892,-0.723862796,-2.085720958,-1.448913462,-1.189026819,-1.795257386,-2.300130398,-2.535600169,-3.082269947,28789704636,7.3354849467,-3.073443384,8.5919604E13,-2.608634102,-2.664109343,-2.731085463,-2.203449706,-2.213477627,-2.28464904,-4.08232839,-4.13107435,-4.321988607,-3.667693978,-3.683352362,-3.713430948,-2.202925161,-2.37263067,-2.885800912,-2.104745734,-2.136734018,-2.697673972,-1.336692679,-1.700805891,-1.553815026,-1.528891981,-1.681729243,-5.262221979,-2.561009688,-2.914409338,-2.920174702,-2.57784154,-2.638240836,-2.892120659,-2.299842733,-2.474486681,-2.596967464,-2.007636439,-2.046465957,-2.167058073,-2.230326078,-3.200369527,-5.243920273,-1.667184702,-2.606488068,-2.121505577,-0.22715762,0.06657446,-0.45464777,-1.31908389,-0.54922359,-1.64828027,-0.47369307,-0.28311938,-0.8177943,-1.49924592,1.03362127,-0.32956816,-2.94231704,-0.59593337,-1.51448632,-2.26248201,-0.47355682,-0.39990704,0.10701784,0.07501934,0.05873598,0.08138509,0.12337664,0.07184384,0.1060529,0.08652168,0.13865383,0.0905639,0.23726749,0.06670879,0.0717372,0.09727189,0.12050633,0.09784107,0.10256256,0.12123875,-0.9238979,-0.56412265,-0.43829154,-1.08512258,-0.96858208,-1.09384694,0.01256354,-0.76834705,-0.44951064,-1.37173896,1.99059111,-0.57581917,-2.16383045,-0.65802421,-1.15066874,-1.22530522,-1.19557474,-0.46776287,0.05414802,0.03899859,0.03705334,0.05137414,0.07259177,0.03200592,0.07247132,0.05344815,0.04947803,0.06453025,0.093827,0.04599948,0.0535536,0.05347473,0.07434233,0.06062785,0.05715523,0.06468321,5,550,0,0,0,0,4.2,4.76,5.38,6.48,7.164,0.3181818182,0.4545454545,0.5303030303,0.5568181818,0.6272727273,0.3181818182,0.4705882353,0.5572265405,0.5870861392,0.6760824324,3.8019978143,0.6818181818,0.3118192425,0.5216096213,0.7877184755,1.2011123697,1.6005734254,0.3181818182,0.4545454545,0.5303030303,0.5568181818,0.6272727273,0.3181818182,0.5093906448,0.6056997334,0.6212810407,0.7363068368,4,1.2011123697,2.2272727273,0.4635854195,4,0,1,0
